weibo_id,user_name,publish_time,cleaned_text,sentiment_label,sentiment_score
5247724267766802,守中听心,Thu Dec 25 13:06:29 +0800 2025,头一次知道西兰花能放2年，家里买的三五天都犹豫要不要吃,消极,0.5444604754447937
5247724267766802,一位成熟的中年女士,Thu Dec 25 13:06:23 +0800 2025,处理及时的冷冻蔬菜营养价值是高于市面上零售能买到的“新鲜”蔬菜的（因为新鲜蔬菜在运输过程中也会损失掉一部分营养价值），可惜大众的知识水平跟不上他们汹涌澎湃想要给资本家挂路灯的情绪,消极,0.5563609004020691
5247724267766802,吃饭睡觉看电影的微博,Thu Dec 25 13:13:03 +0800 2025,我为啥不吃新鲜的，要吃你这个,消极,0.4973509609699249
5247724267766802,朴实的兮兮,Thu Dec 25 13:01:21 +0800 2025,使用新鲜食材难吗？,消极,0.5134158730506897
5247724267766802,baoqy,Thu Dec 25 14:00:54 +0800 2025,总之就是一句话：预制的就是比新鲜的品质高。,消极,0.4765147864818573
5247724267766802,檀堏,Thu Dec 25 13:48:20 +0800 2025,再讲讲鳕鱼排是什么鱼，快过期的肉是什么。,消极,0.4596392810344696
5247724267766802,大发9235,Thu Dec 25 15:25:02 +0800 2025,看样子有备而来，估计换公关公司了，在年底圣诞节做新一年营销,消极,0.4378962218761444
5247724267766802,半口奶酪aOo,Thu Dec 25 15:43:11 +0800 2025,有4块钱一斤的新鲜西兰花不用，非要用8块钱一斤的冷冻西兰花,消极,0.49772918224334717
5247724267766802,AscentVeil,Thu Dec 25 14:38:11 +0800 2025,爱花新鲜蔬菜的两倍价格吃冷冻菜的这辈子有了，头一次听说冷冻菜比新鲜蔬菜还要好,消极,0.49350327253341675
5247724267766802,西贝广东总厨_掌控5套微波炉,Thu Dec 25 16:57:19 +0800 2025,大家都忘了要过周岁的羊腿？？？,消极,0.4852593243122101
5247724267766802,DCMC1988_303,Thu Dec 25 15:07:06 +0800 2025,多说无益，在我看到银行卡有钱转入以前，我有权保持沉默,消极,0.5047173500061035
5247724267766802,第六天魔666666,Thu Dec 25 14:31:46 +0800 2025,当地是买不到有机西兰花吗？,消极,0.5230122208595276
5247724267766802,Neekoo丶,Thu Dec 25 15:50:04 +0800 2025,要不要找找视频采访中西兰花的生产日期是哪天？多久了还没吃完的？嗯？,消极,0.5284485816955566
5247724267766802,到底要改个什么名字好呢,Thu Dec 25 16:04:30 +0800 2025,周末又去吃了西贝，失望，什么优惠都没有，真贵，我感觉味道还不如从前,积极,0.44068703055381775
5247724267766802,一心异议,Sat Dec 27 21:08:01 +0800 2025,沟通的艺术！,消极,0.5287028551101685
5247724267766802,西九龙的港片,Fri Dec 26 14:57:42 +0800 2025,南方周末都开始恰饭了,消极,0.44117671251296997
5247724267766802,音乐小刀30年,Fri Dec 26 14:50:57 +0800 2025,欲盖弥彰 此地无银 人云亦云 认知迷障,消极,0.4829797148704529
5247724267766802,扑扑两刀,Fri Dec 26 10:04:42 +0800 2025,商城1kg冷冻羊蝎子卖110。。超市新鲜的卖50,积极,0.4326637089252472
5247724267766802,二当家的意难平,Fri Dec 26 02:16:00 +0800 2025,能不能不说他了，他自己公司内部玩吧,消极,0.4379912316799164
5247724267766802,内部炸裂,Thu Dec 25 18:29:18 +0800 2025,贾老板还是诚恳的,消极,0.43992748856544495
5247757545640374,小幸运的冰儿,Thu Dec 25 15:07:38 +0800 2025,只要消费透明就行。,消极,0.48904550075531006
5247757545640374,谷雨爹地,Thu Dec 25 15:45:56 +0800 2025,来了,消极,0.49823468923568726
5247757545640374,-roate,Thu Dec 25 15:12:55 +0800 2025,我感觉西贝算好的了,消极,0.45129555463790894
5247757545640374,最爱瑶瑶的小凝子,Thu Dec 25 18:14:52 +0800 2025,来看看,消极,0.5279070734977722
5247757545640374,最南是北,Thu Dec 25 21:48:33 +0800 2025,现在还有人去吃吗,消极,0.5134247541427612
